country,date,c1m_school_closing,c2m_workplace_closing,c3m_cancel_public_events,c4m_restrictions_on_gatherings,c5m_close_public_transport,c6m_stay_at_home_requirements,c7m_restrictions_on_internal_movement,c8ev_international_travel_controls,e1_income_support,e2_debt_contract_relief,h1_public_information_campaigns,h2_testing_policy,h3_contact_tracing,h6m_facial_coverings,h7_vaccination_policy,v2a_vaccine_availability__summary,stringency_index,containment_health_index,v2_vaccine_availability__summary,stringency_index_nonvax,stringency_index_vax
United States,2020-08-13,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-14,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-15,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-16,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-17,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-18,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-19,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-20,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-21,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-22,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-23,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-24,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-25,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-26,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-27,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-28,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-29,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-30,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-08-31,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-01,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-02,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-03,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-04,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-05,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-06,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-07,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-08,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-09,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-10,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-11,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,68.98,64.88,0,68.98,68.98
United States,2020-09-12,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,63.1,0,66.2,66.2
United States,2020-09-13,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,63.1,0,66.2,66.2
United States,2020-09-14,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,63.1,0,66.2,66.2
United States,2020-09-15,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,63.1,0,66.2,66.2
United States,2020-09-16,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,63.1,0,66.2,66.2
United States,2020-09-17,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-18,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-19,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-20,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-21,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-22,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-23,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-24,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-25,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-26,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-27,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-28,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-29,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-09-30,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-01,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-02,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-03,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-04,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-05,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-06,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-07,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-08,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-09,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-10,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-11,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-12,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-13,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-14,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-15,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-16,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-17,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-18,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-19,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-20,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-21,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-22,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-23,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-24,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-25,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-26,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-27,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-28,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-29,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-30,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-10-31,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-01,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-02,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-03,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-04,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-05,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-06,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-07,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-08,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,66.2,61.9,0,66.2,66.2
United States,2020-11-09,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,68.98,63.69,0,68.98,68.98
United States,2020-11-10,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,68.98,63.69,0,68.98,68.98
United States,2020-11-11,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,68.98,63.69,0,68.98,68.98
United States,2020-11-12,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,68.98,63.69,0,68.98,68.98
United States,2020-11-13,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,68.98,63.69,0,68.98,68.98
United States,2020-11-14,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,68.98,63.69,0,68.98,68.98
United States,2020-11-15,3,2,2,3,1,2,2,3,2,1,2,2,1,4,0,0,68.98,63.69,0,68.98,68.98
United States,2020-11-16,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-17,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-18,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-19,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-20,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-21,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-22,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-23,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-24,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-25,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-26,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-27,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-28,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-29,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-11-30,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-12-01,3,3,2,4,1,2,2,3,2,1,2,2,1,4,0,0,75.46,67.86,0,75.46,75.46
United States,2020-12-02,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-03,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-04,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-05,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-06,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-07,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-08,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-09,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-10,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-11,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-12,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-13,3,2,2,4,1,2,2,3,2,1,2,2,1,4,0,0,71.76,65.48,0,71.76,71.76
United States,2020-12-14,3,2,2,4,1,2,2,3,2,1,2,2,1,4,1,1,71.76,66.9,1,71.76,71.76
United States,2020-12-15,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-16,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-17,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-18,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-19,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-20,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-21,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-22,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-23,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-24,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-25,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-26,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-27,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-28,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-29,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-30,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2020-12-31,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-01,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-02,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-03,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-04,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-05,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-06,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-07,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-08,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-09,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-10,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-11,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-12,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-13,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-14,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-15,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-16,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-17,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-18,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-19,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-20,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-21,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-22,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-23,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-24,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-25,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-26,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-27,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-28,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-29,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-30,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-01-31,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-02-01,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-02-02,3,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,71.76,69.29,1,71.76,71.76
United States,2021-02-03,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-04,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-05,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-06,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-07,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-08,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-09,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-10,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-11,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-12,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-13,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-14,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-15,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-16,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-17,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-18,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-19,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-20,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-21,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-22,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-23,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-24,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-25,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-26,2,2,2,4,1,2,2,3,2,1,2,3,1,4,1,1,68.06,66.9,1,68.06,68.06
United States,2021-02-27,2,2,2,4,1,2,2,3,2,1,2,3,1,4,2,1,68.06,68.33,1,68.06,68.06
United States,2021-02-28,2,2,2,4,1,2,2,3,2,1,2,3,1,4,2,1,68.06,68.33,1,68.06,68.06
United States,2021-03-01,2,2,2,4,1,2,2,3,2,1,2,3,1,4,2,1,68.06,68.33,1,68.06,68.06
United States,2021-03-02,2,2,2,4,1,2,2,3,2,1,2,3,1,4,2,1,68.06,68.33,1,68.06,68.06
United States,2021-03-03,2,2,2,4,1,2,2,3,2,1,2,3,1,4,2,1,68.06,68.33,1,68.06,68.06
United States,2021-03-04,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,1,64.35,65.95,1,64.35,64.35
United States,2021-03-05,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,1,64.35,65.95,1,64.35,64.35
United States,2021-03-06,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,1,64.35,65.95,1,64.35,64.35
United States,2021-03-07,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,1,64.35,65.95,1,64.35,64.35
United States,2021-03-08,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,1,64.35,65.95,1,64.35,64.35
United States,2021-03-09,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,65.95,2,64.35,64.35
United States,2021-03-10,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-11,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-12,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-13,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-14,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-15,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-16,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-17,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-18,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-19,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-20,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-21,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-22,2,2,2,4,1,1,2,3,2,1,2,3,1,4,2,2,64.35,64.76,2,64.35,64.35
United States,2021-03-23,2,2,1,4,1,1,2,3,2,1,2,3,1,4,2,2,58.8,61.19,2,58.8,58.8
United States,2021-03-24,2,2,1,4,1,1,2,3,2,1,2,3,1,4,2,2,58.8,61.19,2,58.8,58.8
United States,2021-03-25,2,2,1,4,1,1,2,3,2,1,2,3,1,4,2,2,58.8,61.19,2,58.8,58.8
United States,2021-03-26,2,2,1,4,1,1,2,3,2,1,2,3,1,4,2,2,58.8,61.19,2,58.8,58.8
United States,2021-03-27,2,2,1,4,1,1,2,3,2,1,2,3,1,4,2,2,58.8,61.19,2,58.8,58.8
United States,2021-03-28,2,2,1,4,1,1,2,3,2,1,2,3,1,4,2,2,58.8,61.19,2,58.8,58.8
United States,2021-03-29,2,2,1,4,1,1,1,3,2,1,2,3,1,4,2,2,56.02,59.4,2,56.02,56.02
